state,region,facility,ward,role_qualifier,item_label,delivery,required,source_row,raw_type,flags
QLD,CENTRAL QLD HHS,,,Capricornia Correctional Centre Only,NZ Police Vetting Form (for NZ nurses),zip,True,50,Zip File,
QLD,CENTRAL QLD HHS,,,,BLS (T),individual,True,55,√,
QLD,CENTRAL QLD HHS,,,,CTP (Not Applicable for Mental Health),individual,True,56,√,
QLD,CENTRAL QLD HHS,,,,Fire,individual,True,57,√,
QLD,CENTRAL QLD HHS,,,,HH,individual,True,58,√,
QLD,CENTRAL QLD HHS,,,,MM,individual,True,59,√,
QLD,CENTRAL QLD HHS,,,,OVA,individual,True,60,√,
QLD,CENTRAL QLD HHS,,,,MH (T),individual,True,61,√,
QLD,CENTRAL QLD HHS,,,,Cultural Competence (5 Years),individual,True,62,√,
QLD,CENTRAL QLD HHS,,,,Infection Prevention (IPC) (Once Off),individual,True,63,√,
QLD,CENTRAL QLD HHS,,,,Mandatory Report (MR) (1 Year),individual,True,64,√,
QLD,CENTRAL QLD HHS,,,,Code of Conduct (1 Year),individual,True,65,√,
QLD,CENTRAL QLD HHS,,,,Cyber Security (1 Year),individual,True,66,√,
QLD,CENTRAL QLD HHS,,,,Fraud Control (2 Years),individual,True,67,√,
QLD,CENTRAL QLD HHS,,,,Domestic & Family Violence (3 Years),individual,True,68,√,
QLD,CENTRAL QLD HHS,,,,WHS & Wellbeing Induction (Once Off),individual,True,69,√,
QLD,FRIENDLY SOCIETY HOSPITAL,,,,Hep B (Serology),individual,True,78,√,
QLD,FRIENDLY SOCIETY HOSPITAL,,,,MMR (Serology or 2 Doses),individual,True,79,√,
QLD,FRIENDLY SOCIETY HOSPITAL,,,,Varicella (Serology or 2 Doses),individual,True,80,√,
QLD,FRIENDLY SOCIETY HOSPITAL,,,,dTpa,individual,True,81,√,
QLD,FRIENDLY SOCIETY HOSPITAL,,,,References x 2,individual,True,82,√,
QLD,FRIENDLY SOCIETY HOSPITAL,,,,AHPRA,individual,True,83,√,
QLD,CAIRNS HHS,,,ieMR Only,AHPRA,individual,True,108,√,
QLD,CAIRNS HHS,,,MPS Sites Only,Annual Flu,individual,True,109,√,
QLD,CAIRNS HHS,,,Babinda Only,CRC,individual,True,110,√,
QLD,CAIRNS HHS,,,Innisfail Maternity Only,FSEP (highly desirable),individual,True,111,√,
QLD,CAIRNS HHS,,,Mossman Only,Hep B (Serology),individual,True,113,√,
QLD,CAIRNS HHS,,,Mossman Only,Pertussis or dTpa,individual,True,114,√,
QLD,CAIRNS HHS,,,Mossman Only,Varicella (Serology or Doses),individual,True,115,√,
QLD,CAIRNS HHS,,,Mossman Only,MMR (Serology or Doses),individual,True,116,√,
QLD,CAIRNS HHS,,,Mossman Only,Annual Flu,individual,True,117,√,
QLD,CENTRAL WEST HHS,,,,CV with 2 x reference checks from the last 12 months,zip,True,138,√,
QLD,CENTRAL WEST HHS,,,,"Immunisations: Hep B (serology or 3 doses), MMR (serology, 2 doses or before 1966), Pertussis, Varicella (serology or 2 doses). Will not accept a booster dose given after negative serology. Must provide positive serology.",zip,True,139,Zip File,
QLD,CENTRAL WEST HHS,,,,3 x Certified ID (including at least 1 x photo ID),zip,True,140,Zip File,
QLD,CENTRAL WEST HHS,,,,AHPRA,zip,True,141,Zip File,
QLD,CENTRAL WEST HHS,,,,VPD Form,zip,True,142,Zip File,
QLD,CENTRAL WEST HHS,,,,TB Questionnaire,zip,True,143,Zip File,
QLD,CENTRAL WEST HHS,,,,Certified CRC,zip,True,144,√,
QLD,CENTRAL WEST HHS,,,,Certified Quals,zip,True,145,Zip File,
QLD,CENTRAL WEST HHS,,,,BLS,zip,True,146,Zip File,
QLD,CENTRAL WEST HHS,,,,ALS,zip,True,147,Zip File,
QLD,CENTRAL WEST HHS,,,,PALS,zip,True,148,Zip File,
QLD,CENTRAL WEST HHS,,,,Triage (if applicable),zip,True,149,Zip File,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,CV,individual,True,157,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,AHPRA registration,individual,True,158,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,CRC,individual,True,159,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,2 x JP? Certified ID documents (1 must have a photo),individual,True,160,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,Hep B (Serology),individual,True,161,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,Varicella (Serology or 2 Doses),individual,True,162,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,MMR (Serology or 2 Doses),individual,True,163,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,dTpa,individual,True,164,√,
QLD,CHARLEVILLE COMMUNITY MENTAL HEALTH,CHARLEVILLE COMMUNITY MENTAL HEALTH,,,Annual Flu during flu season,individual,True,165,√,
QLD,DARLING DOWNS HHS,,,,Agency Request Checklist (provided by facility with each vacancy and forwarded to Credentials inbox),zip,True,192,√,
QLD,DARLING DOWNS HHS,,,,References (1 in the last 3 months and 2nd in last 12 months). Can accept 2 within 12 months however strong preference for 1 more recent,zip,True,193,√,
QLD,DARLING DOWNS HHS,,,,AHPRA (online check with current date),zip,True,194,√,
QLD,DARLING DOWNS HHS,,,,"2 x JP Certified ID - will also accept Cdec, Notary and Solicitor",zip,True,195,Zip File,
QLD,DARLING DOWNS HHS,,,,Australian Visa (if applicable),zip,True,196,Zip File,
QLD,DARLING DOWNS HHS,,,,CRC Confirmation Form with CRC details,zip,True,197,Zip File,
QLD,DARLING DOWNS HHS,,,,VPD Form,zip,True,198,Zip File,
QLD,DARLING DOWNS HHS,,,,"Immunisations merged into one document labelled ""Immunisations"": Hep B (Serology), MMR (Serology or Doses), Varicella (Serology or Doses), Pertussis - must be official evidence, strong preference for serology and remove any unnecessary immunisation pages",zip,True,199,Zip File,
QLD,DARLING DOWNS HHS,,,,"Mandatory Training Certificates if ticked on Agency Request Checklist. E.g. ALS, PALS, Triage, CTG",zip,True,200,Zip File,
QLD,DARLING DOWNS HHS,,,,Mt Lofty Heights Nursing Home,zip,True,201,Zip File,
QLD,DARLING DOWNS HHS,,,,The Oaks Nursing Home,zip,True,202,Zip File,
QLD,DARLING DOWNS HHS,,,,Karingal Nursing Home,zip,True,203,Zip File,
QLD,DARLING DOWNS HHS,,,,Dr EAF McDonald Nursing Home,zip,True,204,Zip File,
QLD,DARLING DOWNS HHS,,,,Forest View Residential Care Unit,zip,True,205,Zip File,
QLD,DARLING DOWNS HHS,,,,Milton House Residential Aged Care,zip,True,206,Zip File,
QLD,DARLING DOWNS HHS,,,,Wondai,zip,True,207,Zip File,
QLD,DARLING DOWNS HHS,,,,Inglewood,zip,True,208,Zip File,
QLD,DARLING DOWNS HHS,,,,Millmerran,zip,True,209,Zip File,
QLD,DARLING DOWNS HHS,,,Texas Only,NDIS Clearance,zip,True,210,Zip File,
QLD,DARLING DOWNS HHS,,,,CTG,zip,True,211,Zip File,
QLD,DARLING DOWNS HHS,,,,Neonatal Resus (Theory and Prac) - Kingaroy Maternity,zip,True,212,Zip File,
QLD,DARLING DOWNS HHS,,,,CRC within 3 years,individual,True,214,√,
QLD,DARLING DOWNS HHS,,,,Australian Visa for NZ nurses (if not provided at the submission stage),individual,True,215,√,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,NDIS Clearance,zip,True,219,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,AHPRA,zip,True,220,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,Hep B (Serology),zip,True,222,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,MMR (Serology or Doses),zip,True,223,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,Varicella (Serology or Doses),zip,True,224,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,Pertussis or dTpa,zip,True,225,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,Annual Flu,zip,True,226,Zip File,
QLD,EVENTIDE RACF - CHARTERS TOWERS,EVENTIDE RACF - CHARTERS TOWERS,,,COVID x 3,zip,True,227,Zip File,
QLD,GOLD COAST HHS,,,,ie-MR Access Request form to be completed,individual,True,239,√,
QLD,GOLD COAST HHS,,,,Fire,individual,True,240,√,
QLD,GOLD COAST HHS,,,,Musculoskeletal disorder prevention,individual,True,241,√,
QLD,GOLD COAST HHS,,,,Conflict management and managing behaviour awareness – this is a very practical scenario-based video’s which support staff to respond to these incidents.,individual,True,242,√,
QLD,GOLD COAST HHS,,,,Fatigue Risk Management,individual,True,243,√,
QLD,GOLD COAST HHS,,,,"Ryan’s Rules – explains the process that supports patients, families, and carers to initiate an escalation of care response.",individual,True,244,√,
QLD,GOLD COAST HHS,,,,Mask Fit Test - N95 Masks,individual,True,245,√,
QLD,HOME HILL,HOME HILL,,,AHPRA,zip,True,250,Zip File,
QLD,HOME HILL,HOME HILL,,,MMR (Doses or Serology),zip,True,252,Zip File,
QLD,HOME HILL,HOME HILL,,,Hep B (Serology),zip,True,253,Zip File,
QLD,HOME HILL,HOME HILL,,,Varicella (Doses or Serology),zip,True,254,Zip File,
QLD,HOME HILL,HOME HILL,,,Pertussis or dTpa,zip,True,255,Zip File,
QLD,HOME HILL,HOME HILL,,,ANTT,individual,True,257,√,
QLD,HOME HILL,HOME HILL,,,BLS,individual,True,258,√,
QLD,HOME HILL,HOME HILL,,,HH,individual,True,259,√,
QLD,HOME HILL,HOME HILL,,,MM,individual,True,260,√,
QLD,LOTUS GLEN,LOTUS GLEN,,,JP Certified Colour Photo ID (Passport or Drivers Licence),individual,True,266,√,
QLD,LOTUS GLEN,LOTUS GLEN,,,Criminal History Disclosure Consent Form  (QCS CHC),individual,True,267,√,
QLD,LOTUS GLEN,LOTUS GLEN,,,Form 27a (Professional Approved Form),individual,True,268,√,
QLD,LOTUS GLEN,LOTUS GLEN,,,NZ Police Vetting Form (for NZ nurses),individual,True,269,√,
QLD,MACKAY HHS,,,,Agency Checklist,individual,True,287,√,
QLD,MACKAY HHS,,,,2 x Reference Checks,individual,True,288,√,
QLD,MACKAY HHS,,,,CRC from last 3 years,individual,True,289,√,
QLD,MACKAY HHS,,,,AHPRA,individual,True,290,√,
QLD,MACKAY HHS,,,,JP Certified Quals (can be Academic Transcript),individual,True,291,√,
QLD,MACKAY HHS,,,,Photo for ID Card,individual,True,292,√,
QLD,MACKAY HHS,,,,MH,individual,True,293,√,
QLD,MACKAY HHS,,,,IPC,individual,True,294,√,
QLD,MACKAY HHS,,,,OVA,individual,True,295,√,
QLD,MACKAY HHS,,,,MR,individual,True,296,√,
QLD,MACKAY HHS,,,,BLS,individual,True,297,√,
QLD,MACKAY HHS,,,,MM,individual,True,298,√,
QLD,MACKAY HHS,,,,CTP,individual,True,299,√,
QLD,MACKAY HHS,,,,ALS,individual,True,300,√,
QLD,MACKAY HHS,,,,Triage - if applicable,individual,True,301,√,
QLD,MACKAY HHS,,,,"3 x JP Certified ID - will also accept Cdec, Notary and Solicitor",individual,True,302,√,
QLD,MACKAY HHS,,,,VPD Form,individual,True,303,√,
QLD,MACKAY HHS,,,,Immunisation Records,individual,True,304,√,
QLD,MACKAY HHS,,,,Visa if overseas nurse,individual,True,305,√,
QLD,MACKAY HHS,,,,For CN (level 2 for above) - Statements of service,individual,True,306,√,
QLD,MATER PRIVATE HOSPITALS,,,,AHPRA Certificate,individual,True,318,√,
QLD,MATER PRIVATE HOSPITALS,,,,DOB,individual,True,319,√,
QLD,MATER PRIVATE HOSPITALS,,,,Hep B (Serology),individual,True,321,√,
QLD,MATER PRIVATE HOSPITALS,,,,MMR (Serology or Doses),individual,True,322,√,
QLD,MATER PRIVATE HOSPITALS,,,,Varicella (Serology or Dose),individual,True,323,√,
QLD,MATER PRIVATE HOSPITALS,,,,dTpa,individual,True,324,√,
QLD,MATER PRIVATE HOSPITALS,,,,HH,individual,True,326,√,
QLD,MATER PRIVATE HOSPITALS,,,,BLS,individual,True,327,√,
QLD,MATER PRIVATE HOSPITALS,,,,MH,individual,True,328,√,
QLD,MATER PRIVATE HOSPITALS,,,,ANTT,individual,True,329,√,
QLD,MATER PRIVATE HOSPITALS,,,,MM,individual,True,330,√,
QLD,MARYBOROUGH CORRECTIONAL FACILITY,MARYBOROUGH CORRECTIONAL FACILITY,,,Criminal History Disclosure and Consent Form,individual,True,336,√,
QLD,MARYBOROUGH CORRECTIONAL FACILITY,MARYBOROUGH CORRECTIONAL FACILITY,,,Form 27A,individual,True,337,√,
QLD,MARYBOROUGH CORRECTIONAL FACILITY,MARYBOROUGH CORRECTIONAL FACILITY,,,QCS NZ CHC Form (only need to complete if lived in NZ for 12mths or greater after the age of 16years),individual,True,338,√,
QLD,MARYBOROUGH CORRECTIONAL FACILITY,MARYBOROUGH CORRECTIONAL FACILITY,,,Coloured Drivers Licence/Passport as recorded on form,individual,True,339,√,
QLD,METRO NORTH IEMR,,,,ieMR Training Evidence (must be from QLD iLearn platform or NSW HETI platform),individual,True,349,√,
QLD,METRO NORTH IEMR,,,,Certified AHPRA,individual,True,350,√,
QLD,METRO NORTH IEMR,,,,Certified Qualifications,individual,True,351,√,
QLD,METRO NORTH IEMR,,,,MMR (Doses or Serology),individual,True,353,√,
QLD,METRO NORTH IEMR,,,,Varicella (Doses or Serology),individual,True,354,√,
QLD,METRO NORTH IEMR,,,,Pertussis,individual,True,355,√,
QLD,METRO NORTH IEMR,,,,Hep B (Serology),individual,True,356,√,
QLD,METRO NORTH IEMR,,,,TB Questionnaire,individual,True,357,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Pre-Appointment Health Questionnaire,individual,True,370,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Signed code of conduct,individual,True,371,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,"CRC - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,372,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Hep B (Serology),individual,True,374,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,MMR (Serology or Doses),individual,True,375,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Varicella (Serology or Dose),individual,True,376,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Pertussis or dTpa,individual,True,377,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,"HH, IPC and all other competencies we have on file",individual,True,378,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,AHPRA Certificate,individual,True,379,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Indemnity Insurance (Saved in Compliance Files in Teams),individual,True,380,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Annual Flu,individual,True,381,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Certified Qualifications,individual,True,382,√,
QLD,NORFOLK ISLAND,NORFOLK ISLAND,,,Certified Photo ID (Drivers Licence or Passport),individual,True,383,√,
QLD,NORTH WEST HHS,,,,"3 x JP Certified ID - will also accept Cdec, Notary and Solicitor",individual,True,413,√,
QLD,NORTH WEST HHS,,,,JP Certified Visa if overseas nurse,individual,True,414,√,
QLD,NORTH WEST HHS,,,,Criminal History Check,individual,True,415,√,
QLD,NORTH WEST HHS,,,,Immunisation Records (must include DOB),individual,True,416,√,
QLD,NORTH WEST HHS,,,,Signed CV with 2 x Reference Checks,individual,True,417,√,
QLD,NORTH WEST HHS,,,,"Certified Quals (must be degree, not Academic Transcript)",individual,True,418,√,
QLD,NORTH WEST HHS,,,,AHPRA Certificate (won't take online register),individual,True,419,√,
QLD,NORTH WEST HHS,,,,* Mandatory competencies:,individual,True,420,√,
QLD,NORTH WEST HHS,,,,Colour Photo - Headshot,individual,True,421,√,
QLD,NORTH WEST HHS,,,,DoH Declaration form,individual,True,422,√,
QLD,NORTH WEST HHS,,,,Scope of Practice Letter,individual,True,423,√,
QLD,NORTH WEST HHS,,,,VPD form,individual,True,424,√,
QLD,NORTH WEST HHS,,,,TB Risk Assessment form,individual,True,425,√,
QLD,NORTH WEST HHS,,,Yellagundgimarra Only,ID Card Application Form (to be sent to mt_isa_access@health.qld.gov.au),individual,True,427,√,
QLD,NORTH WEST HHS,,,Yellagundgimarra Only,System Support Access Form (to be sent to nwhhs.system.support@health.qld.gov.au),individual,True,428,√,
QLD,NORTH WEST HHS,,,Yellagundgimarra Only,Welcome to Doomadgee (non-urgent requirement),individual,True,429,√,
QLD,NORTH WEST HHS,,,Yellagundgimarra Competencies Only,(to be sent to Devi - Devashrii.Dobe@health.qld.gov.au),individual,True,430,√,
QLD,NORTH WEST HHS,,,,Julia Creek and McKinlay -  8 or 10 hour shift break agreement,individual,True,431,√,
QLD,NORTH WEST HHS,,,,Julia Creek,individual,True,432,√,
QLD,NORTH WEST HHS,,,,McKinlay and Cloncury - NDIS Clearance,individual,True,433,√,
QLD,NORTH WEST HHS,,,Immuniser Roles Only,Vaccine Administration Online Training (Shoulder Injury due to Vaccinations),individual,True,435,√,
QLD,NORTH WEST HHS,,,Immuniser Roles Only,JP Certified Immunisation Program Nurse Certificate,individual,True,436,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,Documents need to be on file and only sent if requested,individual,True,444,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,Employee Screening Consent Form,individual,True,445,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,3 x Certified ID,individual,True,446,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,TB Risk Assessment,individual,True,447,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,VPD Form,individual,True,448,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,Hep B (serology or 3 doses),individual,True,450,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,MMR (serology or 2 doses),individual,True,451,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,dTpa,individual,True,452,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,Varicella (serology or 2 doses),individual,True,453,√,
QLD,REDCLIFFE HOSPITAL,REDCLIFFE HOSPITAL,,,AHPRA,individual,True,454,√,
QLD,SOUTH WEST HHS,,,,2 x Referee Reports (current within 12 months of candidate working with referee),individual,True,476,√,
QLD,SOUTH WEST HHS,,,,AHPRA,individual,True,477,√,
QLD,SOUTH WEST HHS,,,,Hep B (Serology),individual,True,479,√,
QLD,SOUTH WEST HHS,,,,MMR (Doses or Serology),individual,True,480,√,
QLD,SOUTH WEST HHS,,,,Varicella (Doses or Serology),individual,True,481,√,
QLD,SOUTH WEST HHS,,,,Pertussis,individual,True,482,√,
QLD,SOUTH WEST HHS,,,,CRC within 3 years,individual,True,483,√,
QLD,SOUTH WEST HHS,,,,Certified Photo ID,individual,True,484,√,
QLD,SOUTH WEST HHS,,,,BLS/ALS,individual,True,485,√,
QLD,SOUTH WEST HHS,,,,HH,individual,True,486,√,
QLD,SOUTH WEST HHS,,,,MM,individual,True,487,√,
QLD,SOUTH WEST HHS,,,,IPC,individual,True,488,√,
QLD,SOUTH WEST HHS,,,,Mandatory Reporting (MR),individual,True,489,√,
QLD,SOUTH WEST HHS,,,Mungindi Only,NDIS Receipt,individual,True,490,√,
QLD,SOUTH WEST HHS,,,"Roma - Westhaven Aged Care, Dirranbandi, Waroona Nursing Home (Charleville), Mitchell Only",NDIS Clearance - not required for Medical Practice,individual,True,491,√,
QLD,TARCOOLA AGED CARE,TARCOOLA AGED CARE,,,AHPRA,individual,True,498,√,
QLD,TARCOOLA AGED CARE,TARCOOLA AGED CARE,,,CRC,individual,True,499,√,
QLD,TARCOOLA AGED CARE,TARCOOLA AGED CARE,,,NDIS,individual,True,500,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,EDIS Access Form,individual,True,518,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,HBCIS System Access Form,individual,True,519,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,ALS,individual,True,521,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,Triage,individual,True,522,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,ANTT,individual,True,523,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,BLS,individual,True,524,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,CTP,individual,True,525,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,Fire,individual,True,526,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,HH,individual,True,527,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,MH,individual,True,528,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,MM,individual,True,529,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,OVA,individual,True,530,√,
QLD,TOWNSVILLE HHS,,,Joyce Palmer Only,PF,individual,True,531,√,
QLD,TOWNSVILLE HHS,,,Townsville Medical Ward 3 Only,Security Access Form and ID Photo,individual,True,532,√,
QLD,TOWNSVILLE HHS,,,,FSEP,individual,True,534,√,
QLD,TOWNSVILLE HHS,,,,DL,individual,True,535,√,
QLD,TORRES AND CAPE HHS,,,,"Mask Fit Test within the last 12 months - must be 3M Aura 1870+, Trident RTCFFP2 (universal flat fold) or Halyard Regular",zip,True,558,√,
QLD,TORRES AND CAPE HHS,,,,Certified Photo ID,zip,True,559,√,
QLD,TORRES AND CAPE HHS,,,,AHPRA 2026,zip,True,560,√,
QLD,TORRES AND CAPE HHS,,,,CRC within last 3 years,zip,True,561,√,
QLD,TORRES AND CAPE HHS,,,,OFSEP,zip,True,563,√,
QLD,TORRES AND CAPE HHS,,,,FSEP (level 2 or higher),zip,True,564,√,
QLD,TORRES AND CAPE HHS,,,,Neonatal Resus (T&P),zip,True,565,√,
QLD,TORRES AND CAPE HHS,,,,Advanced Life Support (T&P),zip,True,566,√,
QLD,TORRES AND CAPE HHS,,,,TCHHS Nursing and Midwifery Agency and Student Clinical Orientation - completed through LOL,individual,True,569,√,
QLD,TORRES AND CAPE HHS,,,,Best Practice (BP) Clinical Non-Prescribers Onboarding - completed through LOL,individual,True,570,√,
QLD,TORRES AND CAPE HHS,,,,First Response Evacuation Training (FREI) - completed through LOL,individual,True,571,√,
QLD,TORRES AND CAPE HHS,,,,Working Ethically,individual,True,572,√,
QLD,TORRES AND CAPE HHS,,,,Keeping Our Organisation Safe,individual,True,573,√,
QLD,TORRES AND CAPE HHS,,,Thursday Island Only,Code of Conduct (completed through   y),individual,True,575,√,
QLD,TORRES AND CAPE HHS,,,Thursday Island Only,Cyber Security Essentials (completed through   y),individual,True,576,√,
QLD,TORRES AND CAPE HHS,,,Thursday Island Only,HBCIS Basics (completed through LOL),individual,True,577,√,
QLD,TROPICAL PUBLIC HEALTH SERVICE,TROPICAL PUBLIC HEALTH SERVICE,,,Hep B (Serology),individual,True,586,√,
QLD,TROPICAL PUBLIC HEALTH SERVICE,TROPICAL PUBLIC HEALTH SERVICE,,,MMR (Serology or Doses),individual,True,587,√,
QLD,TROPICAL PUBLIC HEALTH SERVICE,TROPICAL PUBLIC HEALTH SERVICE,,,Varicella (Serology or Doses),individual,True,588,√,
QLD,TROPICAL PUBLIC HEALTH SERVICE,TROPICAL PUBLIC HEALTH SERVICE,,,dTpa,individual,True,589,√,
QLD,TROPICAL PUBLIC HEALTH SERVICE,TROPICAL PUBLIC HEALTH SERVICE,,,AHPRA,individual,True,590,√,
QLD,TROPICAL PUBLIC HEALTH SERVICE,TROPICAL PUBLIC HEALTH SERVICE,,,2 x Certified IDs,individual,True,591,√,
QLD,WIDE BAY HHS,,,,Hep B (Serology),individual,True,611,√,
QLD,WIDE BAY HHS,,,,MMR (Serology or Doses),individual,True,612,√,
QLD,WIDE BAY HHS,,,,Pertussis,individual,True,613,√,
QLD,WIDE BAY HHS,,,,Varicella (Serology or Doses),individual,True,614,√,
QLD,WIDE BAY HHS,,,,Email Address,individual,True,615,√,
QLD,WIDE BAY HHS,,,Hervey Bay Only,Venepuncture,individual,True,617,√,
QLD,WIDE BAY HHS,,,Hervey Bay Only,Cannulation and PICC competencies (both theory and practical),individual,True,618,√,
QLD,WIDE BAY HHS,,,Childers and Eidsvold Only,NDIS Clearance,individual,True,619,√,
SA,ALL SITES,ALL SITES,,,MMR,individual,True,7,√,
SA,ALL SITES,ALL SITES,,,Varicella,individual,True,8,√,
SA,ALL SITES,ALL SITES,,,Hep B,individual,True,9,√,
SA,ALL SITES,ALL SITES,,,Pertussis (dTpa),individual,True,10,√,
SA,ALL SITES,ALL SITES,,,TB,individual,True,11,√,
SA,ALL SITES,ALL SITES,,,ANTT,individual,True,13,√,
SA,ALL SITES,ALL SITES,,,BLS,individual,True,14,√,
SA,ALL SITES,ALL SITES,,,CC,individual,True,15,√,
SA,ALL SITES,ALL SITES,,,CTP,individual,True,16,√,
SA,ALL SITES,ALL SITES,,,Fire,individual,True,17,√,
SA,ALL SITES,ALL SITES,,,HH,individual,True,18,√,
SA,ALL SITES,ALL SITES,,,MH,individual,True,19,√,
SA,ALL SITES,ALL SITES,,,MM,individual,True,20,√,
SA,ALL SITES,ALL SITES,,,MR,individual,True,21,√,
SA,ALL SITES,ALL SITES,,,OVA,individual,True,22,√,
SA,ALL SITES,ALL SITES,,,PF,individual,True,23,√,
SA,ALL SITES,ALL SITES,,,CBS (2 Yearly),individual,True,24,√,
SA,ALL SITES,ALL SITES,,,Placement Declaration,individual,True,25,√,
SA,BAROSSA HILLS LHN,,,,Placement Declaration (only provided to facility upon request),individual,True,39,√,
SA,BAROSSA HILLS LHN,,,,SA WWCC Receipt,individual,True,40,√,
SA,BAROSSA HILLS LHN,,,,"CRC within last 3 years - only send details to facility (Provider, Reference Number, Issue Date)",individual,True,41,√,
SA,BAROSSA HILLS LHN,,,,Hep B,individual,True,43,√,
SA,BAROSSA HILLS LHN,,,,MMR,individual,True,44,√,
SA,BAROSSA HILLS LHN,,,,Varicella,individual,True,45,√,
SA,BAROSSA HILLS LHN,,,,dTpa,individual,True,46,√,
SA,BAROSSA HILLS LHN,,,,TB,individual,True,47,√,
SA,BAROSSA HILLS LHN,,,,Email,individual,True,48,√,
SA,BAROSSA HILLS LHN,,,,Phone Number,individual,True,49,√,
SA,BAROSSA HILLS LHN,,,,ANTT,individual,True,51,√,
SA,BAROSSA HILLS LHN,,,,BLS,individual,True,52,√,
SA,BAROSSA HILLS LHN,,,,CBS (2 yearly),individual,True,53,√,
SA,BAROSSA HILLS LHN,,,,CC,individual,True,54,√,
SA,BAROSSA HILLS LHN,,,,CTP,individual,True,55,√,
SA,BAROSSA HILLS LHN,,,,Fire,individual,True,56,√,
SA,BAROSSA HILLS LHN,,,,HH,individual,True,57,√,
SA,BAROSSA HILLS LHN,,,,MH,individual,True,58,√,
SA,BAROSSA HILLS LHN,,,,MM,individual,True,59,√,
